Treatment,RR,CI_lower,CI_upper,pre_lower,pre_upper,WEIGHT,tau2,Reference
GUSEL,0.796378483,0.732946327,0.865300316,0.732137086,0.866256744,23.61386645,0,BIME
IFX,1.655908288,0.681942459,4.020914407,0.673937764,4.068672812,2.209297908,0,BIME
IXE,0.997460761,0.900806388,1.104485918,0.899585253,1.105985194,19.23030463,0,BIME
MTX,0.229383951,0.046153814,1.140035717,0.045179307,1.16462603,1.222388953,0,BIME
NETA,0.148345763,0.066996325,0.328472728,0.066291259,0.331966321,2.465694058,0,BIME
PBO,0.033050768,0.027784756,0.039314841,0.027720649,0.03940576,11.29310165,0,BIME
RISAN,0.949750029,0.855652249,1.054195929,0.854464892,1.055660831,18.78568205,0,BIME
SECU,0.867618041,0.814464894,0.924240039,0.813779875,0.92501804,31.00272593,0,BIME
SONELO,0.839758279,0.664814952,1.060737225,0.662751162,1.064040331,8.390218682,0,BIME
TILDRA,0.613346654,0.475158998,0.791722602,0.473547328,0.79441715,7.677819874,0,BIME
USK,0.624481489,0.577780364,0.674957397,0.577182955,0.675656007,25.21617549,0,BIME
ADA,3.862595679,1.744304548,8.553348897,1.725945863,8.644329871,2.465460046,0,NETA
APRE,1.712028314,0.665703467,4.402922762,0.657386716,4.458625149,2.074974836,0,NETA
BIME,6.741008146,3.044392771,14.92619193,3.012353773,15.08494495,2.465694058,0,NETA
BRODA,5.367769853,2.418617156,11.91298636,2.393090252,12.04006124,2.458554013,0,NETA
CERTO,2.957054179,1.277477773,6.844870105,1.263286971,6.921760151,2.335262931,0,NETA
CICLO,1.561358358,0.24707179,9.866929448,0.241083031,10.11203448,1.063118587,0,NETA
DEUCRAVA,3.116126177,0.382832044,25.36423611,0.372296285,26.08202862,0.934780224,0,NETA
ETA,2.372274874,1.069505525,5.261953254,1.05822554,5.318042199,2.460293432,0,NETA
FUM,0.969956621,0.32387714,2.904854129,0.319183252,2.947572719,1.786874868,0,NETA
GUSEL,5.368393842,2.427025443,11.87447479,2.401517002,12.00060313,2.46894186,0,NETA
IFX,11.16249126,3.465937783,35.95021575,3.412403735,36.51420546,1.675821092,0,NETA
IXE,6.723891119,3.036477797,14.88919557,3.004519665,15.04756727,2.46550557,0,NETA
MTX,1.54627908,0.262663472,9.102822614,0.256538749,9.320147547,1.105637396,0,NETA
PBO,0.222795495,0.102567851,0.483951181,0.101514341,0.488973596,2.526653134,0,NETA
RISAN,6.402272682,2.887781839,14.19397232,2.857343227,14.34517741,2.46180325,0,NETA
SECU,5.848620281,2.645871762,12.92819996,2.618086108,13.06540647,2.470987379,0,NETA
SONELO,5.660817397,2.482502644,12.90828579,2.455416188,13.05068108,2.377771862,0,NETA
TILDRA,4.134574793,1.812916387,9.429397211,1.793132254,9.533434405,2.37734916,0,NETA
USK,4.209634806,1.903817733,9.308152192,1.883817008,9.406978027,2.470023566,0,NETA
ADA,0.682338858,0.536913828,0.867152778,0.535203748,0.8699235,8.177270475,0,SONELO
APRE,0.302434824,0.168607817,0.542482694,0.16730172,0.546717768,3.354496399,0,SONELO
BIME,1.190818865,0.942740555,1.504177964,0.939814,1.508861933,8.390218682,0,SONELO
BRODA,0.948232292,0.740037612,1.214998353,0.73759998,1.219013698,7.906461899,0,SONELO
CERTO,0.522372296,0.360406586,0.757124941,0.358630663,0.760874189,5.280915839,0,SONELO
CICLO,0.275818534,0.050611478,1.503134606,0.049482127,1.537441271,1.155957015,0,SONELO
DEUCRAVA,0.550472831,0.076934704,3.938669029,0.074945911,4.043187069,0.996025789,0,SONELO
ETA,0.419069316,0.32581889,0.539008316,0.324729259,0.540816963,7.787213219,0,SONELO
FUM,0.171345683,0.075158217,0.390633839,0.074338381,0.394941919,2.378387943,0,SONELO
GUSEL,0.948342521,0.751055289,1.197453171,0.748727459,1.20117611,8.403488284,0,SONELO
IFX,1.971886828,0.790904095,4.91632005,0.781345711,4.976462536,2.145430811,0,SONELO
IXE,1.187795092,0.933720026,1.511006661,0.930733865,1.515854566,8.143682221,0,SONELO
MTX,0.273154736,0.054154852,1.377780695,0.053000986,1.407775887,1.211229187,0,SONELO
NETA,0.176652934,0.07746962,0.402819309,0.076624353,0.407262934,2.377771862,0,SONELO
PBO,0.039357478,0.029782193,0.052011317,0.029671896,0.052204654,7.030751115,0,SONELO
RISAN,1.130980251,0.887705783,1.44092373,0.884848854,1.445576069,8.092497192,0,SONELO
SECU,1.03317593,0.825087797,1.293744141,0.822621745,1.297622522,8.714869592,0,SONELO
TILDRA,0.730384767,0.522187023,1.021591658,0.519860192,1.02616418,5.841231748,0,SONELO
USK,0.743644338,0.589709801,0.937761083,0.587892251,0.9406603,8.450740869,0,SONELO
ADA,3.982235488,1.798730724,8.816327688,1.779804452,8.910079682,2.466146852,0,FUM
APRE,1.765056577,0.686450817,4.538452926,0.677876548,4.595858539,2.075384215,0,FUM
BIME,6.949803733,3.139384654,15.38510799,3.106355121,15.54869615,2.46638106,0,FUM
BRODA,5.534030838,2.494081836,12.27926721,2.467765703,12.41021272,2.459235062,0,FUM
CERTO,3.0486458,1.317322511,7.055403012,1.302692732,7.13463811,2.335846548,0,FUM
CICLO,1.609719779,0.295888521,8.757344673,0.289292696,8.95701069,1.157139123,0,FUM
DEUCRAVA,3.212644885,0.39472299,26.14767171,0.383860414,26.88760493,0.934817645,0,FUM
ETA,2.445753575,1.102875961,5.423738264,1.09124723,5.481535612,2.460975928,0,FUM
GUSEL,5.534674154,2.50275481,12.23956013,2.476457748,12.36952983,2.46963158,0,FUM
IFX,11.5082376,3.573829273,37.05815878,3.518635806,37.6394546,1.67603673,0,FUM
IXE,6.932156523,3.131222661,15.34697441,3.098276494,15.51016965,2.466192414,0,FUM
MTX,1.594173436,0.316630306,8.026360391,0.309891415,8.20090142,1.212589305,0,FUM
NETA,1.030973941,0.344251365,3.087590561,0.339262198,3.132996461,1.786874868,0,FUM
PBO,0.229696349,0.105768777,0.498827862,0.104682706,0.504003144,2.527392375,0,FUM
RISAN,6.600576296,2.977886068,14.6303809,2.946506383,14.78619143,2.462487004,0,FUM
SECU,6.029775098,2.728430192,13.32568004,2.699785523,13.46706523,2.471678816,0,FUM
SONELO,5.836155219,2.559942077,13.30526501,2.532017879,13.45200128,2.378387943,0,FUM
TILDRA,4.262638867,1.869468609,9.719387653,1.849072582,9.826596473,2.377964913,0,FUM
USK,4.340023785,1.963221879,9.594334014,1.942602814,9.696169654,2.470714193,0,FUM
ADA,0.934218359,0.722170429,1.208529051,0.719700162,1.212677152,7.6131572,0,TILDRA
APRE,0.414076029,0.23223597,0.738296304,0.230455372,0.7440007,3.389269909,0,TILDRA
BIME,1.630399372,1.263068652,2.104558693,1.258784506,2.111721346,7.677819874,0,TILDRA
BRODA,1.298264059,0.997106668,1.690380399,0.993610299,1.6963286,7.426336451,0,TILDRA
CERTO,0.715201521,0.501128164,1.020723343,0.498761347,1.025567074,5.51022327,0,TILDRA
CICLO,0.377634566,0.069289331,2.058150426,0.067743135,2.105126444,1.155908437,0,TILDRA
DEUCRAVA,0.753675126,0.105328019,5.392925819,0.102605163,5.536039102,0.995994713,0,TILDRA
ETA,0.573765137,0.45790072,0.718947183,0.456528091,0.72110882,8.689185325,0,TILDRA
FUM,0.234596463,0.10288714,0.534911362,0.101764635,0.540811653,2.377964913,0,TILDRA
GUSEL,1.298414979,1.010628375,1.668151714,1.007263595,1.673724202,7.822103581,0,TILDRA
IFX,2.699791833,1.084193564,6.722854833,1.071108215,6.804985566,2.14832609,0,TILDRA
IXE,1.626259399,1.269776255,2.08282335,1.265601394,2.089693995,7.92105385,0,TILDRA
MTX,0.373987449,0.074140112,1.886517399,0.072560352,1.927590038,1.211173303,0,TILDRA
NETA,0.24186284,0.106051318,0.551597419,0.104893993,0.557683349,2.37734916,0,TILDRA
PBO,0.053885951,0.040758377,0.071241692,0.040607197,0.071506924,7.019845931,0,TILDRA
RISAN,1.548471851,1.19286731,2.010085323,1.188732235,2.017077524,7.512208439,0,TILDRA
SECU,1.414563909,1.102614825,1.814768863,1.098964777,1.820796348,7.867163137,0,TILDRA
SONELO,1.36914137,0.978864688,1.915022693,0.97450293,1.923594105,5.841231748,0,TILDRA
USK,1.018154228,0.793292535,1.306753796,0.790662057,1.311101276,7.853991536,0,TILDRA
